CustomerID,date,recency,Frequency,Monetary,R,F,M,target,churn_flag
17593,26-06-2011 13:45,3,5,3927.34,1,3,2,2,0
16503,09-05-2011 15:48,106,4,1431.93,4,3,3,2,0
17107,15-05-2011 12:21,32,6,10815.43,3,3,1,2,0
17272,24-10-2011 16:20,41,4,2148.63,3,3,3,2,0
12753,05-04-2011 13:56,22,6,21429.39,3,3,1,2,0
17107,07-07-2011 18:56,32,6,10815.43,3,3,1,2,0
15568,27-09-2011 14:37,2,3,758.29,1,3,4,2,0
13098,08-12-2011 14:14,0,28,28882.44,1,1,1,2,0
16496,01-12-2011 10:31,8,3,1599.52,2,3,3,2,0
12748,23-11-2011 16:09,0,210,33719.73,1,1,1,2,0
14911,07-09-2011 14:13,0,201,143825.06,1,1,1,2,0
14837,11-09-2011 10:58,89,4,1649.5,4,3,3,2,0
14049,23-11-2011 12:20,16,4,5681.72,3,3,2,2,0
12678,28-02-2011 11:43,41,12,17628.46,3,2,1,2,0
16470,16-12-2010 11:53,51,4,762.39,4,3,4,2,0
14859,20-09-2011 13:19,12,4,1353.74,2,3,3,2,0
16446,18-05-2011 09:52,0,2,168472.5,1,4,1,2,0
16600,26-09-2011 14:25,3,6,813.52,1,3,4,2,0
12681,13-05-2011 15:48,14,22,13787.54,2,1,1,2,0
13709,24-06-2011 09:22,3,13,6328.05,1,2,1,2,0
16873,05-12-2011 12:05,4,6,7123.62,2,3,1,2,0
14577,12-12-2010 11:26,12,4,859.71,2,3,4,2,0
18069,12-09-2011 16:14,25,5,2036.67,3,3,3,2,0
17897,07-12-2010 15:54,172,3,566.6,4,3,4,2,0
13316,31-07-2011 11:48,36,4,5977.73,3,3,2,2,0
13546,27-11-2011 14:50,11,3,626.99,2,3,4,2,0
18127,20-11-2011 12:45,18,3,348.73,3,3,4,2,0
13895,04-10-2011 11:33,27,4,2593.07,3,3,3,2,0
16126,10-11-2011 16:03,28,4,6287.77,3,3,1,2,0
14503,06-12-2011 13:30,2,6,3543.26,1,3,2,2,0
13956,24-07-2011 16:12,4,5,1026.42,2,3,4,2,0
16949,27-01-2011 12:11,3,6,1286.27,1,3,3,2,0
17581,22-08-2011 10:08,0,25,11045.04,1,1,1,2,0
15584,30-06-2011 16:39,23,4,725.11,3,3,4,2,0
15826,14-10-2011 16:04,55,3,1654.31,4,3,3,2,0
12868,05-05-2011 15:42,185,6,1607.06,4,3,3,2,0
13485,20-04-2011 13:58,232,1,454.24,4,4,4,2,0
17686,02-12-2011 15:39,6,7,5739.46,2,2,2,2,0
15002,07-12-2010 13:16,115,4,1641.76,4,3,3,2,0
14298,27-04-2011 14:27,7,44,51527.3,2,1,1,2,0
16007,08-05-2011 13:32,47,4,1701.94,4,3,3,2,0
17812,27-11-2011 11:47,12,4,732.16,2,3,4,2,0
13521,29-11-2011 15:09,0,3,1093.65,1,3,4,2,0
12748,12-05-2011 18:55,0,210,33719.73,1,1,1,2,0
12409,10-06-2011 12:19,78,3,11072.67,4,3,1,2,0
13680,04-01-2011 14:12,0,4,3722.42,1,3,2,2,0
14698,19-10-2011 12:54,1,5,1250.76,1,3,3,2,0
14348,24-03-2011 16:23,259,1,409.57,4,4,4,2,0
16007,12-06-2011 12:01,47,4,1701.94,4,3,3,2,0
18122,16-10-2011 13:08,7,6,1826.21,2,3,3,2,0
14794,23-03-2011 15:40,2,7,1319.91,1,2,3,2,0
13963,23-01-2011 15:45,307,4,664.54,4,3,4,2,0
16938,12-06-2011 13:17,8,4,2736.38,2,3,2,2,0
16638,25-08-2011 11:31,22,10,1680.72,3,2,3,2,0
12748,08-12-2011 20:01,0,210,33719.73,1,1,1,2,0
17590,22-11-2011 16:06,1,3,1479.22,1,3,3,2,0
17754,09-12-2011 11:20,0,5,1772.26,1,3,3,2,0
12536,11-10-2011 14:52,42,3,12601.83,3,3,1,2,0
14334,09-08-2011 13:10,16,8,2552.21,3,2,3,2,0
17214,04-04-2011 16:28,59,6,1069.12,4,3,4,2,0
17107,25-09-2011 14:37,32,6,10815.43,3,3,1,2,0
16200,05-12-2011 14:40,3,2,1080.62,1,4,4,2,0
13719,18-05-2011 12:52,14,5,1041.68,2,3,4,2,0
17596,16-11-2011 14:11,22,7,2827.93,3,2,2,2,0
17602,27-10-2011 20:09,1,6,5102.97,1,3,2,2,0
18237,12-08-2011 12:44,2,5,987.1,1,3,4,2,0
16102,03-08-2011 12:50,41,3,1842.14,3,3,3,2,0
18139,21-11-2011 15:53,17,6,8438.34,3,3,1,2,0
12753,27-07-2011 09:32,22,6,21429.39,3,3,1,2,0
12502,16-03-2011 13:29,95,5,3723.87,4,3,2,2,0
12832,07-11-2011 13:30,31,2,383.03,3,4,4,2,0
16968,05-12-2011 15:02,3,2,439.43,1,4,4,2,0
16175,23-06-2011 18:59,93,4,1037.59,4,3,4,2,0
13137,08-09-2011 12:42,10,8,3650.41,2,2,2,2,0
16126,10-11-2011 16:03,28,4,6287.77,3,3,1,2,0
12477,17-11-2011 09:51,22,6,13219.74,3,3,1,2,0
14873,13-05-2011 13:52,209,1,519.68,4,4,4,2,0
13755,20-10-2011 10:15,3,9,2161.35,1,2,3,2,0
15998,22-03-2011 12:25,36,5,3089.97,3,3,2,2,0
14527,20-10-2011 12:11,2,55,8508.82,1,1,1,2,0
14584,23-06-2011 18:33,168,4,1042.26,4,3,4,2,0
16817,07-12-2011 11:03,2,9,1604.75,1,2,3,2,0
15097,05-12-2011 14:03,3,1,248.08,1,4,4,2,0
12536,11-10-2011 14:52,42,3,12601.83,3,3,1,2,0
14903,07-04-2011 12:35,20,5,2810.63,3,3,2,2,0
16444,24-10-2011 13:50,45,4,654.67,4,3,4,2,0
15228,04-10-2011 13:56,65,4,3386.71,4,3,2,2,0
16904,07-12-2010 13:29,3,16,3754.27,1,1,2,2,0
17841,04-07-2011 13:50,1,124,40991.57,1,1,1,2,0
12477,14-04-2011 13:59,22,6,13219.74,3,3,1,2,0
14096,05-12-2011 17:17,3,17,65164.79,1,1,1,2,0
14719,04-04-2011 14:17,1,5,1602.13,1,3,3,2,0
16126,10-11-2011 16:03,28,4,6287.77,3,3,1,2,0
16126,30-08-2011 10:07,28,4,6287.77,3,3,1,2,0
13334,02-06-2011 11:33,81,3,3536.82,4,3,2,2,0
16550,23-08-2011 11:12,108,5,2298.97,4,3,3,2,0
15329,21-06-2011 10:37,38,3,1049.7,3,3,4,2,0
13982,31-10-2011 16:24,38,4,1871.81,3,3,3,2,0
12451,05-05-2011 17:34,10,5,9035.52,2,3,1,2,0
16358,07-10-2011 10:50,0,4,2027.5,1,3,3,2,0
15655,10-04-2011 15:25,242,1,560.67,4,4,4,2,0
17898,16-05-2011 17:13,84,2,152.06,4,4,4,2,0
17602,27-10-2011 20:09,1,6,5102.97,1,3,2,2,0
14505,22-08-2011 14:38,16,8,5905.64,3,2,2,2,0
13994,31-10-2011 11:10,3,6,2313.14,1,3,3,2,0
14502,30-01-2011 15:52,19,11,2470.67,3,2,3,2,0
17397,17-11-2011 13:58,21,2,696.41,3,4,4,2,0
13521,04-12-2011 14:55,0,3,1093.65,1,3,4,2,0
16126,16-02-2011 11:18,28,4,6287.77,3,3,1,2,0
17050,06-03-2011 14:15,95,6,3228.84,4,3,2,2,0
15098,10-06-2011 15:28,181,3,39916.5,4,3,1,2,0
17975,26-04-2011 11:09,14,13,4488.81,2,2,2,2,0
15701,07-12-2011 14:39,1,4,1542.14,1,3,3,2,0
16519,14-11-2011 15:41,24,2,215.08,3,4,4,2,0
15681,04-03-2011 13:46,24,5,1426.16,3,3,3,2,0
14482,25-10-2011 16:13,17,6,2068.15,3,3,3,2,0
14670,04-03-2011 14:13,279,2,411.53,4,4,4,2,0
14009,18-05-2011 13:00,197,2,695.61,4,4,4,2,0
14623,06-06-2011 13:46,31,5,889.25,3,3,4,2,0
13722,02-03-2011 11:43,131,3,2375.41,4,3,3,2,0
16788,08-08-2011 14:53,122,2,597.48,4,4,4,2,0
17107,15-05-2011 12:21,32,6,10815.43,3,3,1,2,0
15862,01-12-2010 11:21,7,4,832.88,2,3,4,2,0
12435,21-09-2011 09:06,79,2,7829.89,4,4,1,2,0
12518,21-08-2011 13:18,0,5,2056.89,1,3,3,2,0
12388,14-07-2011 13:28,15,6,2780.66,2,3,2,2,0
17813,06-10-2011 16:01,13,5,1770.88,2,3,3,2,0
14096,23-11-2011 13:39,3,17,65164.79,1,1,1,2,0
15529,13-09-2011 11:14,22,11,3995.23,3,2,2,2,0
15159,03-10-2011 16:48,1,30,18641.01,1,1,1,2,0
12635,11-09-2011 11:04,89,2,1689.18,4,4,3,2,0
12451,05-05-2011 17:34,10,5,9035.52,2,3,1,2,0
12394,06-05-2011 14:01,63,2,1272.48,4,4,3,2,0
13558,09-10-2011 11:15,5,4,605.06,2,3,4,2,0
13273,18-08-2011 14:02,112,1,138.98,4,4,4,2,0
12477,31-08-2011 09:11,22,6,13219.74,3,3,1,2,0
17107,06-03-2011 15:17,32,6,10815.43,3,3,1,2,0
12367,05-12-2011 16:48,3,1,168.9,1,4,4,2,0
15877,22-11-2011 11:18,1,2,493.28,1,4,4,2,0
16873,10-12-2010 15:45,4,6,7123.62,2,3,1,2,0
13940,06-10-2011 16:15,16,4,839.14,3,3,4,2,0
13838,14-08-2011 10:49,5,4,691.73,2,3,4,2,0
12359,13-10-2011 12:47,57,4,6372.58,4,3,1,2,0
14732,01-12-2011 14:34,7,8,2702.49,2,2,2,2,0
14105,14-04-2011 17:58,238,1,1266.23,4,4,3,2,0
12477,14-10-2011 13:54,22,6,13219.74,3,3,1,2,0
12451,18-11-2011 09:58,10,5,9035.52,2,3,1,2,0
17593,06-12-2011 10:30,3,5,3927.34,1,3,2,2,0
13760,28-03-2011 12:52,53,2,286.79,4,4,4,2,0
13426,07-01-2011 11:54,0,10,3641.32,1,2,2,2,0
13481,28-03-2011 09:07,45,5,1804.56,4,3,3,2,0
17708,19-01-2011 10:09,187,2,267.08,4,4,4,1,1
17739,14-12-2010 14:26,11,7,2791.35,2,2,2,2,0
16873,04-08-2011 15:33,4,6,7123.62,2,3,1,2,0
14978,23-02-2011 12:03,71,5,1931.42,4,3,3,2,0
12451,19-01-2011 09:05,10,5,9035.52,2,3,1,2,0
16873,26-05-2011 10:43,4,6,7123.62,2,3,1,2,0
14587,01-02-2011 12:54,18,9,1601.14,3,2,3,2,0
12779,02-11-2011 11:43,37,8,3981.36,3,2,2,2,0
15076,20-06-2011 08:23,172,1,880.85,4,4,4,2,0
12409,10-06-2011 12:19,78,3,11072.67,4,3,1,2,0
12517,11-11-2011 13:57,27,5,2502.84,3,3,3,2,0
12536,11-10-2011 14:52,42,3,12601.83,3,3,1,2,0
13790,05-12-2011 15:48,3,1,348.8,1,4,4,2,0
12988,20-02-2011 14:31,291,1,535.32,4,4,4,2,0
15471,07-12-2011 14:12,1,1,469.48,1,4,4,2,0
14446,09-12-2011 11:34,0,4,1039.58,1,3,4,2,0
13334,07-02-2011 11:42,81,3,3536.82,4,3,2,2,0
17049,16-09-2011 13:03,2,9,5659.98,1,2,2,2,0
17914,06-12-2011 11:58,3,1,336.43,1,4,4,2,0
12635,08-07-2011 08:43,89,2,1689.18,4,4,3,2,0
14229,19-10-2011 10:04,51,3,1547.2,4,3,3,2,0
13854,27-04-2011 14:25,8,25,8109.52,2,1,1,2,0
15829,01-09-2011 16:45,98,2,636.14,4,4,4,2,0
16873,09-10-2011 12:20,4,6,7123.62,2,3,1,2,0
12748,24-03-2011 13:37,0,210,33719.73,1,1,1,2,0
15785,26-05-2011 14:21,32,5,2328.97,3,3,3,2,0
12841,27-10-2011 12:08,4,25,4022.35,2,1,2,2,0
17107,06-03-2011 15:17,32,6,10815.43,3,3,1,2,0
14177,14-09-2011 15:11,85,4,559.41,4,3,4,2,0
14088,19-07-2011 15:23,9,13,50491.81,2,2,1,2,0
12933,01-03-2011 11:30,23,3,607.53,3,3,4,2,0
15123,17-05-2011 14:57,6,2,2199.31,2,4,3,2,0
17468,25-11-2011 12:52,9,2,137,2,4,4,2,0
12451,19-01-2011 09:05,10,5,9035.52,2,3,1,2,0
12446,13-10-2011 12:50,57,1,1002.31,4,4,4,2,0
17107,25-09-2011 14:37,32,6,10815.43,3,3,1,2,0
15220,20-05-2011 11:33,51,6,1778.96,4,3,3,2,0
16984,01-08-2011 17:37,87,2,4481.35,4,4,2,2,0
12451,19-01-2011 09:05,10,5,9035.52,2,3,1,2,0
15604,18-10-2011 14:47,51,1,216.39,4,4,4,2,0
12784,24-11-2011 12:53,8,2,574.42,2,4,4,2,0
12359,13-10-2011 12:47,57,4,6372.58,4,3,1,2,0
13763,07-10-2011 15:13,62,1,1714.96,4,4,3,2,0
13313,21-07-2011 18:19,21,5,1555.32,3,3,3,2,0
16242,21-11-2011 14:26,7,7,3603.21,2,2,2,2,0
15157,08-07-2011 13:26,3,3,1936.07,1,3,3,2,0
16898,13-11-2011 15:44,25,3,508.81,3,3,4,2,0
12569,14-04-2011 16:23,1,32,4124.69,1,1,2,2,0
14911,14-11-2011 10:47,0,201,143825.06,1,1,1,2,0
14087,07-12-2011 12:41,2,1,194.42,1,4,4,2,0
15620,14-10-2011 12:41,56,3,1553.18,4,3,3,2,0
12753,05-04-2011 13:56,22,6,21429.39,3,3,1,2,0
18210,19-10-2011 15:29,1,6,2621.38,1,3,3,2,0
12836,04-05-2011 15:08,58,4,2612.86,4,3,3,2,0
16015,06-12-2011 10:58,3,3,705.39,1,3,4,2,0
14646,20-10-2011 12:03,1,74,280206.02,1,1,1,2,0
14577,21-04-2011 11:31,12,4,859.71,2,3,4,2,0
13860,25-11-2011 13:42,0,5,1245.9,1,3,3,2,0
16191,31-01-2011 15:05,2,13,5180.52,1,2,2,2,0
13173,05-12-2011 15:51,3,2,353.65,1,4,4,2,0
13492,01-07-2011 08:55,135,3,1269.84,4,3,3,2,0
14465,07-04-2011 12:29,246,3,1058.62,4,3,4,2,0
16368,07-12-2011 13:12,1,2,497.43,1,4,4,2,0
17400,31-03-2011 17:06,125,5,2129.96,4,3,3,2,0
12451,18-11-2011 09:58,10,5,9035.52,2,3,1,2,0
14258,06-01-2011 12:18,8,9,12669.98,2,2,1,2,0
16495,08-03-2011 16:38,2,3,684.41,1,3,4,2,0
14096,03-10-2011 09:57,3,17,65164.79,1,1,1,2,0
17097,07-12-2011 17:05,1,8,954.42,1,2,4,2,0
15493,04-04-2011 11:28,32,5,2001.8,3,3,3,2,0
15555,09-11-2011 14:29,11,16,4805.17,2,1,2,2,0
16688,10-10-2011 12:23,0,4,1260.86,1,3,3,2,0
12451,05-05-2011 17:34,10,5,9035.52,2,3,1,2,0
17107,06-11-2011 14:08,32,6,10815.43,3,3,1,2,0
17377,01-12-2010 12:35,23,20,4100.92,3,1,2,2,0
12477,14-04-2011 13:59,22,6,13219.74,3,3,1,2,0
17754,09-12-2011 11:20,0,5,1772.26,1,3,3,2,0
14766,01-12-2011 16:05,7,6,2473.37,2,3,3,2,0
12668,28-11-2011 10:56,11,4,3807.15,2,3,2,2,0
13471,18-11-2011 09:57,0,4,2531.58,1,3,3,2,0
15484,22-09-2011 13:31,0,4,3594.31,1,3,2,2,0
16366,21-11-2011 08:19,18,1,327.3,3,4,4,2,0
16553,21-04-2011 12:11,162,12,5719.82,4,2,2,2,0
14503,20-11-2011 11:28,2,6,3543.26,1,3,2,2,0
14698,19-10-2011 12:54,1,5,1250.76,1,3,3,2,0
17302,09-08-2011 09:04,14,5,1135.63,2,3,3,2,0
13230,02-03-2011 17:33,3,14,2806.97,1,2,2,2,0
12359,12-01-2011 12:43,57,4,6372.58,4,3,1,2,0
12590,12-05-2011 14:46,210,2,9864.26,4,4,1,2,0
13030,06-12-2010 14:31,10,2,799.48,2,4,4,2,0
12876,27-05-2011 13:34,57,2,2218.02,4,4,3,2,0
12451,05-10-2011 12:52,10,5,9035.52,2,3,1,2,0
18154,06-12-2011 16:41,2,2,399.19,1,4,4,2,0
12590,12-05-2011 14:46,210,2,9864.26,4,4,1,2,0
16873,09-10-2011 12:20,4,6,7123.62,2,3,1,2,0
12536,11-10-2011 14:52,42,3,12601.83,3,3,1,2,0
13727,06-11-2011 12:16,28,2,333.48,3,4,4,2,0
16442,26-04-2011 11:51,1,3,616.79,1,3,4,2,0
15399,21-09-2011 15:57,0,3,815.77,1,3,4,2,0
12748,08-05-2011 15:15,0,210,33719.73,1,1,1,2,0
14446,09-12-2011 11:34,0,4,1039.58,1,3,4,2,0
16271,20-07-2011 11:22,2,5,1429.24,1,3,3,2,0
13079,25-09-2011 13:47,3,5,220.1,1,3,4,2,0
14504,06-03-2011 14:38,46,4,673.26,4,3,4,2,0
12359,12-01-2011 12:43,57,4,6372.58,4,3,1,2,0
12409,22-09-2011 10:38,78,3,11072.67,4,3,1,2,0
16803,05-10-2011 14:28,64,1,332.3,4,4,4,2,0
13507,24-08-2011 15:12,2,4,2479.16,1,3,3,2,0
13389,28-11-2011 14:01,10,3,797.96,2,3,4,2,0
15472,18-08-2011 15:17,112,1,371.56,4,4,4,2,0
13471,04-12-2011 11:45,0,4,2531.58,1,3,3,2,0
13503,29-09-2011 13:23,70,1,216.85,4,4,4,2,0
14246,08-04-2011 08:25,110,3,1474.06,4,3,3,2,0
17884,03-12-2010 12:11,3,4,717.45,1,3,4,2,0
16713,08-12-2010 13:01,18,15,6923.13,3,1,1,2,0
17505,01-07-2011 12:50,161,2,1145.84,4,4,3,2,0
12359,03-06-2011 12:26,57,4,6372.58,4,3,1,2,0
12451,19-01-2011 09:05,10,5,9035.52,2,3,1,2,0
17107,06-11-2011 14:08,32,6,10815.43,3,3,1,2,0
18181,15-11-2011 15:08,23,1,382.8,3,4,4,2,0
17107,06-03-2011 15:17,32,6,10815.43,3,3,1,2,0
18239,24-03-2011 15:15,218,5,1561.61,4,3,3,2,0
16717,07-11-2011 16:50,23,6,3858.38,3,3,2,2,0
15031,09-11-2011 17:44,3,4,668.14,1,3,4,2,0
15067,22-09-2011 13:18,77,3,1744.76,4,3,3,2,0
15984,21-08-2011 14:32,2,10,2837.67,1,2,2,2,0
17107,25-09-2011 14:37,32,6,10815.43,3,3,1,2,0
15136,07-12-2011 12:26,2,4,1286.7,1,3,3,2,0
12536,11-10-2011 14:52,42,3,12601.83,3,3,1,2,0
16873,09-10-2011 12:20,4,6,7123.62,2,3,1,2,0
15547,10-04-2011 15:15,6,14,4954.84,2,2,2,2,0
13555,27-09-2011 12:26,73,4,4149.28,4,3,2,2,0
16833,25-03-2011 08:52,0,4,1106.53,1,3,3,2,0
16442,26-04-2011 11:51,1,3,616.79,1,3,4,2,0
15555,06-11-2011 12:26,11,16,4805.17,2,1,2,2,0
13521,29-11-2011 15:09,0,3,1093.65,1,3,4,2,0
16979,15-07-2011 08:59,3,6,1852,1,3,3,2,0
14562,16-10-2011 14:07,3,18,5074.77,1,1,2,2,0
12753,12-12-2010 11:44,22,6,21429.39,3,3,1,2,0
15877,22-11-2011 11:18,1,2,493.28,1,4,4,2,0
17107,15-05-2011 12:21,32,6,10815.43,3,3,1,2,0
14404,05-12-2010 16:00,33,6,1474.32,3,3,3,2,0
13077,08-12-2010 14:59,0,4,729.27,1,3,4,2,0
12820,17-01-2011 12:34,2,4,942.34,1,3,4,2,0
15556,15-11-2011 16:08,23,1,279.77,3,4,4,2,0
12753,27-07-2011 09:32,22,6,21429.39,3,3,1,2,0
17107,15-05-2011 12:21,32,6,10815.43,3,3,1,2,0
16406,21-11-2011 11:57,18,1,163.07,3,4,4,2,0
17768,06-11-2011 14:14,7,3,2273.18,2,3,3,2,0
17841,18-07-2011 12:25,1,124,40991.57,1,1,1,2,0
16094,28-11-2011 12:45,11,4,1078.23,2,3,4,2,0
13838,05-12-2010 10:45,5,4,691.73,2,3,4,2,0
12451,05-10-2011 12:52,10,5,9035.52,2,3,1,2,0
18272,07-04-2011 09:35,2,6,3078.58,1,3,2,2,0
16816,13-07-2011 11:00,102,4,417.06,4,3,4,2,0
14022,28-04-2011 14:39,224,1,440,4,4,4,2,0
12477,11-02-2011 12:45,22,6,13219.74,3,3,1,2,0
14493,02-12-2011 16:14,6,5,2383.24,2,3,3,2,0
12435,17-03-2011 07:40,79,2,7829.89,4,4,1,2,0
12748,07-12-2010 14:41,0,210,33719.73,1,1,1,2,0
14227,08-04-2011 14:12,25,10,3350.96,3,2,2,2,0
13614,15-11-2011 14:47,23,4,1610.46,3,3,3,2,0
17880,10-12-2010 10:21,364,1,458.92,4,4,4,2,0
12477,11-02-2011 12:45,22,6,13219.74,3,3,1,2,0
16495,06-12-2011 13:20,2,3,684.41,1,3,4,2,0
17613,17-11-2011 10:40,22,14,4559.15,3,2,2,2,0
17107,15-05-2011 12:21,32,6,10815.43,3,3,1,2,0
17954,08-06-2011 12:44,4,12,2332.72,2,2,3,2,0
17757,07-11-2011 16:40,0,30,5605.29,1,1,2,2,0
16241,24-07-2011 10:37,9,13,2607.87,2,2,3,2,0
16201,06-12-2011 16:02,2,4,1863.47,1,3,3,2,0
16085,12-10-2011 17:19,22,5,981.51,3,3,4,2,0
17097,07-12-2011 17:05,1,8,954.42,1,2,4,2,0
16466,20-02-2011 11:39,33,7,1603.46,3,2,3,2,0
15356,17-06-2011 14:44,30,10,2766.5,3,2,2,2,0
12689,14-11-2011 08:31,25,2,1247.61,3,4,3,2,0
13780,02-12-2011 13:49,6,2,360.01,2,4,4,2,0
13536,30-11-2011 14:42,0,7,3448.29,1,2,2,2,0
13880,18-11-2011 13:44,20,13,3219.77,3,2,2,2,0
16873,09-10-2011 12:20,4,6,7123.62,2,3,1,2,0
16728,24-10-2011 14:36,45,4,1054.67,4,3,4,2,0
13851,24-02-2011 17:18,95,3,2651.46,4,3,3,2,0
17315,24-10-2011 16:20,1,38,6292.26,1,1,1,2,0
13772,04-09-2011 11:22,33,3,1132.13,3,3,3,2,0
17173,15-08-2011 10:28,4,8,3766.6,2,2,2,2,0
14023,03-04-2011 15:50,6,2,584.07,2,4,4,2,0
16940,23-06-2011 13:13,51,3,3049.88,4,3,2,2,0
15106,05-10-2011 14:14,17,5,1422.52,3,3,3,2,0
12451,05-05-2011 17:34,10,5,9035.52,2,3,1,2,0
17107,06-03-2011 15:17,32,6,10815.43,3,3,1,2,0
17107,15-05-2011 12:21,32,6,10815.43,3,3,1,2,0
14719,29-11-2011 12:52,1,5,1602.13,1,3,3,2,0
12451,05-05-2011 17:34,10,5,9035.52,2,3,1,2,0
16764,06-12-2011 11:41,3,13,2799.25,1,2,2,2,0
17054,08-04-2011 13:14,27,5,1356.33,3,3,3,2,0
17459,10-10-2011 17:00,42,2,657.3,3,4,4,2,0
17359,28-11-2011 14:37,10,1,127.86,2,4,4,2,0
17581,06-11-2011 12:56,0,25,11045.04,1,1,1,2,0
12753,09-02-2011 11:21,22,6,21429.39,3,3,1,2,0
13761,20-10-2011 14:01,49,2,1070.65,4,4,4,2,0
18237,28-07-2011 13:05,2,5,987.1,1,3,4,2,0
15005,15-06-2011 13:26,15,28,6316.57,2,1,1,2,0
13199,06-12-2011 12:30,3,38,9817.12,1,1,1,2,0
14529,21-08-2011 14:10,59,3,620.04,4,3,4,2,0
16495,06-12-2011 13:20,2,3,684.41,1,3,4,2,0
17675,20-07-2011 13:26,0,31,20374.28,1,1,1,2,0
14188,29-09-2011 12:15,30,6,2054.36,3,3,3,2,0
16806,28-08-2011 15:27,102,4,801.49,4,3,4,2,0
12988,20-02-2011 14:31,291,1,535.32,4,4,4,2,0
16327,20-09-2011 13:20,13,6,3844.22,2,3,2,2,0
17520,17-10-2011 12:04,53,1,546.81,4,4,4,2,0
12383,22-12-2010 14:28,184,5,1850.56,4,3,3,2,0
13475,14-02-2011 12:36,190,4,1431.78,4,3,3,2,0
12865,08-08-2011 10:11,25,2,1568.23,3,4,3,2,0
14527,07-12-2011 12:19,2,55,8508.82,1,1,1,2,0
12477,31-08-2011 09:11,22,6,13219.74,3,3,1,2,0
14499,13-11-2011 13:01,25,3,815.32,3,3,4,2,0
16746,25-09-2011 14:52,4,18,6697.66,2,1,1,2,0
15720,15-11-2011 14:48,23,1,598.73,3,4,4,2,0
16791,10-05-2011 13:24,28,7,1721.78,3,2,3,2,0
17107,06-03-2011 15:17,32,6,10815.43,3,3,1,2,0
16324,03-08-2011 12:54,127,3,428.68,4,3,4,2,0
12748,02-09-2011 10:49,0,210,33719.73,1,1,1,2,0
16790,07-11-2011 16:19,3,6,1545.62,1,3,3,2,0
12700,05-10-2011 09:57,7,4,4939.99,2,3,2,2,0
12477,14-04-2011 13:59,22,6,13219.74,3,3,1,2,0
16790,02-11-2011 11:23,3,6,1545.62,1,3,3,2,0
15506,25-10-2011 12:00,22,3,979.26,3,3,4,2,0
18126,10-10-2011 12:19,60,1,206.83,4,4,4,2,0
17707,07-01-2011 13:30,184,2,152.4,4,4,4,1,1
13960,18-11-2011 15:27,20,2,230.22,3,4,4,2,0
17266,07-12-2011 14:12,1,3,310.64,1,3,4,2,0
17735,05-05-2011 14:32,1,19,13110.02,1,1,1,2,0
17651,21-09-2011 09:45,11,10,3945,2,2,2,2,0
12359,03-06-2011 12:26,57,4,6372.58,4,3,1,2,0
18126,10-10-2011 12:19,60,1,206.83,4,4,4,2,0
17037,13-09-2011 12:49,87,1,1267.32,4,4,3,2,0
16193,17-04-2011 11:45,236,1,314.45,4,4,4,2,0
16873,08-04-2011 15:34,4,6,7123.62,2,3,1,2,0
12451,19-01-2011 09:05,10,5,9035.52,2,3,1,2,0
12477,31-08-2011 09:11,22,6,13219.74,3,3,1,2,0
12451,19-01-2011 09:05,10,5,9035.52,2,3,1,2,0
18204,31-05-2011 15:26,70,3,1993.7,4,3,3,2,0
17593,26-06-2011 13:45,3,5,3927.34,1,3,2,2,0
18223,17-01-2011 11:55,4,14,6484.54,2,2,1,2,0
12407,21-10-2011 10:11,49,5,1708.12,4,3,3,2,0
17306,29-11-2011 12:10,10,19,8631.31,2,1,1,2,0
13717,14-02-2011 13:21,31,6,1445.01,3,3,3,2,0
12409,10-06-2011 12:19,78,3,11072.67,4,3,1,2,0
16126,16-02-2011 11:18,28,4,6287.77,3,3,1,2,0
13521,04-12-2011 14:55,0,3,1093.65,1,3,4,2,0
12451,19-01-2011 09:05,10,5,9035.52,2,3,1,2,0
16511,18-11-2011 10:41,21,3,950.26,3,3,4,2,0
12451,29-11-2011 08:40,10,5,9035.52,2,3,1,2,0
14441,27-10-2011 14:27,0,4,1712.89,1,3,3,2,0
12472,05-12-2010 14:19,31,7,6572.11,3,2,1,2,0
12749,01-08-2011 12:48,3,5,4090.88,1,3,2,2,0
17864,09-03-2011 11:44,12,3,597.5,2,3,4,2,0
13235,11-05-2011 17:13,211,1,1031.07,4,4,4,2,0
15150,06-06-2011 12:51,16,10,5314.47,3,2,2,2,0
12451,05-10-2011 12:52,10,5,9035.52,2,3,1,2,0
12536,11-10-2011 14:52,42,3,12601.83,3,3,1,2,0
17602,19-01-2011 16:19,1,6,5102.97,1,3,2,2,0
17107,25-09-2011 14:37,32,6,10815.43,3,3,1,2,0
18200,25-08-2011 18:45,105,1,163.8,4,4,4,2,0
17097,07-12-2011 17:05,1,8,954.42,1,2,4,2,0
13018,08-07-2011 12:34,15,28,7277.7,2,1,1,2,0
17611,13-12-2010 13:52,6,15,3984.22,2,1,2,2,0
15344,26-09-2011 14:48,0,3,563.94,1,3,4,2,0
12451,19-01-2011 09:05,10,5,9035.52,2,3,1,2,0
17744,03-04-2011 12:46,3,6,2322.4,1,3,3,2,0
17970,12-05-2011 20:03,210,1,582.59,4,4,4,2,0
17799,17-11-2011 15:16,21,10,3055.93,3,2,2,2,0
15416,14-04-2011 10:54,64,4,3984.32,4,3,2,2,0
17223,06-12-2010 14:08,309,2,426.79,4,4,4,2,0
